Order ID,Product ID,Customer ID,Date,Quantity,Region,Name_x,Age,Country,Join Date,Name_y,Category,Cost Price,Selling Price,Revenue,Cost,Profit,Order Date,Month
ORD00125,PROD005,CUST0198,2024-09-06,4,East,Mrs. Lisa Thomas,58,Gibraltar,2022-12-08,Keyboard,Accessories,214,295,1180,856,324,2024-09-06,2024-09
ORD00887,PROD005,CUST0200,2024-12-24,4,West,Abigail Brown,56,Iceland,2023-02-26,Keyboard,Accessories,214,295,1180,856,324,2024-12-24,2024-12
ORD00352,PROD005,CUST0089,2023-12-04,4,West,Kristina Smith,38,Kenya,2023-09-17,Keyboard,Accessories,214,295,1180,856,324,2023-12-04,2023-12
ORD00345,PROD005,CUST0059,2024-12-18,3,West,Jonathan Gomez,24,Liechtenstein,2022-09-14,Keyboard,Accessories,214,295,885,642,243,2024-12-18,2024-12
ORD00346,PROD005,CUST0059,2023-08-12,2,South,Jonathan Gomez,24,Liechtenstein,2022-09-14,Keyboard,Accessories,214,295,590,428,162,2023-08-12,2023-08
ORD00136,PROD005,CUST0032,2024-02-20,2,South,Randy Hughes,44,Eritrea,2023-01-19,Keyboard,Accessories,214,295,590,428,162,2024-02-20,2024-02
ORD00722,PROD005,CUST0151,2024-04-02,2,South,Joseph Richardson,26,Papua New Guinea,2025-05-09,Keyboard,Accessories,214,295,590,428,162,2024-04-02,2024-04
ORD00484,PROD005,CUST0072,2025-03-02,3,South,Justin Austin,59,Iraq,2024-08-11,Keyboard,Accessories,214,295,885,642,243,2025-03-02,2025-03
ORD00521,PROD005,CUST0072,2025-02-10,1,North,Justin Austin,59,Iraq,2024-08-11,Keyboard,Accessories,214,295,295,214,81,2025-02-10,2025-02
ORD00860,PROD005,CUST0082,2024-08-17,1,East,Kyle Kaufman,48,Kyrgyz Republic,2022-08-04,Keyboard,Accessories,214,295,295,214,81,2024-08-17,2024-08
ORD00447,PROD005,CUST0116,2023-10-30,2,West,Spencer Franco,52,Palestinian Territory,2023-07-30,Keyboard,Accessories,214,295,590,428,162,2023-10-30,2023-10
ORD00651,PROD005,CUST0159,2024-04-28,4,South,Heather Smith,56,French Guiana,2023-04-28,Keyboard,Accessories,214,295,1180,856,324,2024-04-28,2024-04
ORD00963,PROD005,CUST0159,2025-02-05,1,West,Heather Smith,56,French Guiana,2023-04-28,Keyboard,Accessories,214,295,295,214,81,2025-02-05,2025-02
ORD00661,PROD005,CUST0188,2025-01-16,4,West,Stephanie Hawkins,47,Albania,2023-05-02,Keyboard,Accessories,214,295,1180,856,324,2025-01-16,2025-01
ORD00217,PROD005,CUST0120,2024-02-02,2,South,Margaret Bryant,56,Faroe Islands,2024-08-11,Keyboard,Accessories,214,295,590,428,162,2024-02-02,2024-02
ORD00416,PROD005,CUST0120,2024-09-04,1,East,Margaret Bryant,56,Faroe Islands,2024-08-11,Keyboard,Accessories,214,295,295,214,81,2024-09-04,2024-09
ORD00488,PROD005,CUST0093,2025-01-03,4,North,Tyler Davis,64,Russian Federation,2024-12-17,Keyboard,Accessories,214,295,1180,856,324,2025-01-03,2025-01
ORD00731,PROD005,CUST0093,2025-04-23,3,North,Tyler Davis,64,Russian Federation,2024-12-17,Keyboard,Accessories,214,295,885,642,243,2025-04-23,2025-04
ORD00559,PROD005,CUST0158,2025-05-08,1,West,Alex Cooper,49,Canada,2023-07-16,Keyboard,Accessories,214,295,295,214,81,2025-05-08,2025-05
ORD00816,PROD005,CUST0158,2023-05-14,3,North,Alex Cooper,49,Canada,2023-07-16,Keyboard,Accessories,214,295,885,642,243,2023-05-14,2023-05
ORD00848,PROD005,CUST0013,2023-11-28,2,South,Rebecca Thompson,41,Canada,2023-09-27,Keyboard,Accessories,214,295,590,428,162,2023-11-28,2023-11
ORD00193,PROD005,CUST0018,2023-12-31,3,North,Patrick Brown Jr.,39,Timor-Leste,2023-09-03,Keyboard,Accessories,214,295,885,642,243,2023-12-31,2023-12
ORD00526,PROD005,CUST0018,2024-07-09,1,North,Patrick Brown Jr.,39,Timor-Leste,2023-09-03,Keyboard,Accessories,214,295,295,214,81,2024-07-09,2024-07
ORD00547,PROD005,CUST0160,2023-07-25,4,South,Jeffrey Bell,66,Ghana,2023-04-03,Keyboard,Accessories,214,295,1180,856,324,2023-07-25,2023-07
ORD00586,PROD005,CUST0160,2024-03-06,4,East,Jeffrey Bell,66,Ghana,2023-04-03,Keyboard,Accessories,214,295,1180,856,324,2024-03-06,2024-03
ORD00196,PROD005,CUST0123,2024-05-07,2,South,John Henry,24,Turkey,2022-05-19,Keyboard,Accessories,214,295,590,428,162,2024-05-07,2024-05
ORD00466,PROD005,CUST0185,2024-09-10,4,North,Kevin Williams,61,Ghana,2025-02-17,Keyboard,Accessories,214,295,1180,856,324,2024-09-10,2024-09
ORD00241,PROD005,CUST0184,2024-06-05,4,East,Luis Stephens,45,Bulgaria,2024-05-18,Keyboard,Accessories,214,295,1180,856,324,2024-06-05,2024-06
ORD00746,PROD005,CUST0121,2024-04-10,4,East,Shannon Sanford,58,Marshall Islands,2022-10-28,Keyboard,Accessories,214,295,1180,856,324,2024-04-10,2024-04
ORD00791,PROD005,CUST0084,2024-10-30,1,East,Brian Lee,32,Switzerland,2024-01-22,Keyboard,Accessories,214,295,295,214,81,2024-10-30,2024-10
ORD00361,PROD005,CUST0133,2025-05-05,1,South,Jason Frazier,52,Cuba,2023-09-07,Keyboard,Accessories,214,295,295,214,81,2025-05-05,2025-05
ORD00244,PROD005,CUST0088,2024-02-18,2,North,Deborah Knox,57,Azerbaijan,2022-09-17,Keyboard,Accessories,214,295,590,428,162,2024-02-18,2024-02
ORD00867,PROD005,CUST0088,2024-01-01,3,East,Deborah Knox,57,Azerbaijan,2022-09-17,Keyboard,Accessories,214,295,885,642,243,2024-01-01,2024-01
ORD00232,PROD005,CUST0196,2024-06-24,3,West,Raymond Hernandez,69,Eritrea,2024-03-17,Keyboard,Accessories,214,295,885,642,243,2024-06-24,2024-06
ORD00238,PROD005,CUST0124,2025-03-16,3,East,Brooke Guzman,26,Comoros,2025-05-10,Keyboard,Accessories,214,295,885,642,243,2025-03-16,2025-03
ORD00311,PROD005,CUST0124,2024-10-13,1,East,Brooke Guzman,26,Comoros,2025-05-10,Keyboard,Accessories,214,295,295,214,81,2024-10-13,2024-10
ORD00256,PROD005,CUST0063,2024-07-15,4,West,Daniel Strickland,52,Netherlands Antilles,2023-11-18,Keyboard,Accessories,214,295,1180,856,324,2024-07-15,2024-07
ORD00247,PROD005,CUST0077,2024-12-06,1,South,Olivia Williams,61,Mali,2022-09-12,Keyboard,Accessories,214,295,295,214,81,2024-12-06,2024-12
ORD00377,PROD005,CUST0077,2024-05-24,2,North,Olivia Williams,61,Mali,2022-09-12,Keyboard,Accessories,214,295,590,428,162,2024-05-24,2024-05
ORD00266,PROD005,CUST0006,2025-02-24,1,East,Antonio Morris,25,Seychelles,2024-06-26,Keyboard,Accessories,214,295,295,214,81,2025-02-24,2025-02
ORD00583,PROD005,CUST0006,2024-09-10,3,North,Antonio Morris,25,Seychelles,2024-06-26,Keyboard,Accessories,214,295,885,642,243,2024-09-10,2024-09
ORD00675,PROD005,CUST0006,2023-07-08,1,West,Antonio Morris,25,Seychelles,2024-06-26,Keyboard,Accessories,214,295,295,214,81,2023-07-08,2023-07
ORD00808,PROD005,CUST0005,2024-09-07,2,East,Karen Anderson,60,Sierra Leone,2024-09-06,Keyboard,Accessories,214,295,590,428,162,2024-09-07,2024-09
ORD00439,PROD005,CUST0099,2023-06-09,2,North,David Montoya,46,Cuba,2024-02-03,Keyboard,Accessories,214,295,590,428,162,2023-06-09,2023-06
ORD00279,PROD005,CUST0178,2024-11-10,4,South,Jaclyn Hardy,45,Gabon,2023-12-17,Keyboard,Accessories,214,295,1180,856,324,2024-11-10,2024-11
ORD00798,PROD005,CUST0178,2024-05-27,3,North,Jaclyn Hardy,45,Gabon,2023-12-17,Keyboard,Accessories,214,295,885,642,243,2024-05-27,2024-05
ORD00454,PROD005,CUST0195,2023-09-25,1,North,Justin Brewer,44,Burkina Faso,2025-01-01,Keyboard,Accessories,214,295,295,214,81,2023-09-25,2023-09
ORD00579,PROD005,CUST0195,2024-03-03,3,South,Justin Brewer,44,Burkina Faso,2025-01-01,Keyboard,Accessories,214,295,885,642,243,2024-03-03,2024-03
ORD00323,PROD005,CUST0197,2025-01-25,2,West,Mario Lee,30,Nigeria,2022-08-09,Keyboard,Accessories,214,295,590,428,162,2025-01-25,2025-01
ORD00556,PROD005,CUST0097,2023-11-05,2,East,Rebecca Smith,62,Svalbard & Jan Mayen Islands,2024-02-29,Keyboard,Accessories,214,295,590,428,162,2023-11-05,2023-11
ORD00356,PROD005,CUST0191,2024-06-18,3,West,Gail Taylor,42,Tonga,2023-07-28,Keyboard,Accessories,214,295,885,642,243,2024-06-18,2024-06
ORD00862,PROD005,CUST0023,2023-08-19,2,South,Amy Heath,55,Burundi,2022-09-24,Keyboard,Accessories,214,295,590,428,162,2023-08-19,2023-08
ORD00950,PROD005,CUST0002,2024-05-18,1,North,Kimberly Miller,69,Mayotte,2023-11-09,Keyboard,Accessories,214,295,295,214,81,2024-05-18,2024-05
ORD00419,PROD005,CUST0192,2024-07-11,2,West,Dennis Patterson,56,Georgia,2024-01-27,Keyboard,Accessories,214,295,590,428,162,2024-07-11,2024-07
ORD00494,PROD005,CUST0050,2024-02-09,3,North,Victoria Burns,42,Panama,2022-10-04,Keyboard,Accessories,214,295,885,642,243,2024-02-09,2024-02
ORD00663,PROD005,CUST0050,2024-12-29,2,North,Victoria Burns,42,Panama,2022-10-04,Keyboard,Accessories,214,295,590,428,162,2024-12-29,2024-12
ORD00525,PROD005,CUST0021,2023-05-30,2,West,Jeffrey Rodriguez,61,Namibia,2025-04-23,Keyboard,Accessories,214,295,590,428,162,2023-05-30,2023-05
ORD00474,PROD005,CUST0162,2023-09-07,3,West,Diana Woods,49,Botswana,2024-07-21,Keyboard,Accessories,214,295,885,642,243,2023-09-07,2023-09
ORD00501,PROD005,CUST0024,2024-02-02,4,North,Russell Beck,19,Bangladesh,2024-02-01,Keyboard,Accessories,214,295,1180,856,324,2024-02-02,2024-02
ORD00714,PROD005,CUST0066,2023-08-11,2,South,Angela Davis,53,Russian Federation,2022-09-29,Keyboard,Accessories,214,295,590,428,162,2023-08-11,2023-08
ORD00021,PROD008,CUST0128,2025-02-15,3,South,Virginia Burton,50,Panama,2024-11-11,Webcam,Electronics,283,341,1023,849,174,2025-02-15,2025-02
ORD00003,PROD008,CUST0115,2024-09-07,1,West,Devin Rogers,52,Romania,2025-03-18,Webcam,Electronics,283,341,341,283,58,2024-09-07,2024-09
ORD00566,PROD008,CUST0194,2025-03-22,2,North,Dr. Joseph Wood,18,Maldives,2024-03-09,Webcam,Electronics,283,341,682,566,116,2025-03-22,2025-03
ORD00568,PROD008,CUST0103,2023-07-16,4,South,Martin Fitzpatrick,42,Cote d'Ivoire,2022-10-29,Webcam,Electronics,283,341,1364,1132,232,2023-07-16,2023-07
ORD00402,PROD008,CUST0022,2024-12-02,4,East,Mark Taylor,47,Albania,2024-01-17,Webcam,Electronics,283,341,1364,1132,232,2024-12-02,2024-12
ORD00438,PROD008,CUST0004,2024-07-22,2,South,Joseph Oconnor,32,Sweden,2023-09-07,Webcam,Electronics,283,341,682,566,116,2024-07-22,2024-07
ORD00444,PROD008,CUST0029,2025-03-02,4,South,Pamela Parker,61,Swaziland,2022-05-28,Webcam,Electronics,283,341,1364,1132,232,2025-03-02,2025-03
ORD00167,PROD008,CUST0098,2023-11-21,2,East,Robert Walls,58,Western Sahara,2024-05-14,Webcam,Electronics,283,341,682,566,116,2023-11-21,2023-11
ORD00656,PROD008,CUST0037,2024-04-25,3,West,Michael Castro,64,Mauritius,2022-09-19,Webcam,Electronics,283,341,1023,849,174,2024-04-25,2024-04
ORD00913,PROD008,CUST0070,2024-03-08,3,West,Hannah Santiago,19,Nauru,2023-11-06,Webcam,Electronics,283,341,1023,849,174,2024-03-08,2024-03
ORD00024,PROD008,CUST0100,2023-07-27,4,West,Joshua Morton,32,Cocos (Keeling) Islands,2024-04-13,Webcam,Electronics,283,341,1364,1132,232,2023-07-27,2023-07
ORD00690,PROD008,CUST0100,2024-03-28,1,West,Joshua Morton,32,Cocos (Keeling) Islands,2024-04-13,Webcam,Electronics,283,341,341,283,58,2024-03-28,2024-03
ORD00542,PROD008,CUST0041,2024-05-28,1,North,Jodi Thompson,20,Guatemala,2024-04-30,Webcam,Electronics,283,341,341,283,58,2024-05-28,2024-05
ORD00510,PROD008,CUST0017,2024-04-23,1,East,Dominique Ward,20,Paraguay,2022-11-29,Webcam,Electronics,283,341,341,283,58,2024-04-23,2024-04
ORD00508,PROD008,CUST0153,2023-07-05,4,East,Christina Meyer,32,Montserrat,2023-12-04,Webcam,Electronics,283,341,1364,1132,232,2023-07-05,2023-07
ORD00613,PROD008,CUST0087,2024-11-17,2,North,John Barber,40,Syrian Arab Republic,2023-07-13,Webcam,Electronics,283,341,682,566,116,2024-11-17,2024-11
ORD00147,PROD008,CUST0117,2024-04-02,4,North,Tina Cole,50,Romania,2023-11-14,Webcam,Electronics,283,341,1364,1132,232,2024-04-02,2024-04
ORD00610,PROD008,CUST0106,2024-11-06,4,North,Kenneth Scott,41,Mozambique,2023-05-28,Webcam,Electronics,283,341,1364,1132,232,2024-11-06,2024-11
ORD00550,PROD008,CUST0086,2024-12-24,2,North,Richard Cabrera,31,Bangladesh,2024-08-20,Webcam,Electronics,283,341,682,566,116,2024-12-24,2024-12
ORD00940,PROD008,CUST0027,2024-07-25,1,South,Charles Knox,29,Korea,2023-11-08,Webcam,Electronics,283,341,341,283,58,2024-07-25,2024-07
ORD00114,PROD008,CUST0057,2025-04-11,2,South,Stephen Sanchez,45,Saint Vincent and the Grenadines,2024-08-23,Webcam,Electronics,283,341,682,566,116,2025-04-11,2025-04
ORD00742,PROD008,CUST0057,2023-08-10,4,North,Stephen Sanchez,45,Saint Vincent and the Grenadines,2024-08-23,Webcam,Electronics,283,341,1364,1132,232,2023-08-10,2023-08
ORD00757,PROD008,CUST0134,2024-09-03,2,North,Lauren Alexander,61,Belize,2023-06-11,Webcam,Electronics,283,341,682,566,116,2024-09-03,2024-09
ORD00718,PROD008,CUST0168,2023-12-25,2,East,Christina Owen,62,Somalia,2022-11-01,Webcam,Electronics,283,341,682,566,116,2023-12-25,2023-12
ORD00904,PROD008,CUST0012,2025-01-30,3,North,Stefanie Morton,28,Panama,2024-05-18,Webcam,Electronics,283,341,1023,849,174,2025-01-30,2025-01
ORD00045,PROD008,CUST0199,2023-12-30,2,West,Ryan Meyer,20,Peru,2024-07-23,Webcam,Electronics,283,341,682,566,116,2023-12-30,2023-12
ORD00048,PROD008,CUST0145,2025-01-23,4,South,Ryan Jones,18,Liberia,2022-11-06,Webcam,Electronics,283,341,1364,1132,232,2025-01-23,2025-01
ORD00826,PROD008,CUST0046,2024-10-31,3,South,Gary Walker,26,Oman,2025-01-10,Webcam,Electronics,283,341,1023,849,174,2024-10-31,2024-10
ORD00072,PROD008,CUST0054,2024-04-28,1,North,Alyssa Levine,43,Swaziland,2022-11-27,Webcam,Electronics,283,341,341,283,58,2024-04-28,2024-04
ORD00927,PROD008,CUST0036,2023-05-17,4,South,Jason Burgess,32,Argentina,2023-02-24,Webcam,Electronics,283,341,1364,1132,232,2023-05-17,2023-05
ORD00819,PROD008,CUST0026,2024-11-01,1,East,Sharon Turner,50,Brazil,2025-04-10,Webcam,Electronics,283,341,341,283,58,2024-11-01,2024-11
ORD00668,PROD008,CUST0164,2025-03-27,1,North,Charles Miller,47,United States Virgin Islands,2022-12-22,Webcam,Electronics,283,341,341,283,58,2025-03-27,2025-03
ORD00674,PROD008,CUST0164,2024-04-10,2,South,Charles Miller,47,United States Virgin Islands,2022-12-22,Webcam,Electronics,283,341,682,566,116,2024-04-10,2024-04
ORD00947,PROD008,CUST0164,2025-03-11,4,North,Charles Miller,47,United States Virgin Islands,2022-12-22,Webcam,Electronics,283,341,1364,1132,232,2025-03-11,2025-03
ORD00822,PROD008,CUST0113,2025-03-01,2,East,Lynn Perez,34,Greenland,2024-10-13,Webcam,Electronics,283,341,682,566,116,2025-03-01,2025-03
ORD00174,PROD008,CUST0039,2024-04-27,4,West,Sean Estrada,61,France,2023-05-23,Webcam,Electronics,283,341,1364,1132,232,2024-04-27,2024-04
ORD00074,PROD008,CUST0055,2023-09-19,4,West,Ryan Bryant DDS,19,Botswana,2024-11-30,Webcam,Electronics,283,341,1364,1132,232,2023-09-19,2023-09
ORD00756,PROD008,CUST0111,2023-12-13,3,North,John Avila,28,Hong Kong,2022-08-30,Webcam,Electronics,283,341,1023,849,174,2023-12-13,2023-12
ORD00076,PROD008,CUST0152,2024-07-03,1,North,Daniel Garcia,32,United States Virgin Islands,2023-11-06,Webcam,Electronics,283,341,341,283,58,2024-07-03,2024-07
ORD00999,PROD008,CUST0152,2023-06-26,4,South,Daniel Garcia,32,United States Virgin Islands,2023-11-06,Webcam,Electronics,283,341,1364,1132,232,2023-06-26,2023-06
ORD00410,PROD008,CUST0150,2024-07-27,4,South,Joshua Harris,44,Netherlands Antilles,2024-06-12,Webcam,Electronics,283,341,1364,1132,232,2024-07-27,2024-07
ORD00079,PROD008,CUST0056,2023-12-07,3,West,Megan Johnson,37,Togo,2023-04-23,Webcam,Electronics,283,341,1023,849,174,2023-12-07,2023-12
ORD00082,PROD008,CUST0148,2025-02-19,1,South,Rachel Bell,31,Macedonia,2024-06-10,Webcam,Electronics,283,341,341,283,58,2025-02-19,2025-02
ORD00843,PROD008,CUST0073,2024-07-10,2,West,Brandon Wilson,21,Swaziland,2023-05-08,Webcam,Electronics,283,341,682,566,116,2024-07-10,2024-07
ORD00740,PROD008,CUST0171,2024-07-20,2,South,Joseph Potts,46,Venezuela,2024-10-23,Webcam,Electronics,283,341,682,566,116,2024-07-20,2024-07
ORD00882,PROD008,CUST0035,2023-09-16,3,East,Troy Leonard,33,Yemen,2023-04-25,Webcam,Electronics,283,341,1023,849,174,2023-09-16,2023-09
ORD00468,PROD008,CUST0131,2025-02-18,4,North,Robert Patel,41,Macao,2024-09-03,Webcam,Electronics,283,341,1364,1132,232,2025-02-18,2025-02
ORD00100,PROD008,CUST0108,2025-01-13,4,West,Sydney Lopez,61,Morocco,2024-06-19,Webcam,Electronics,283,341,1364,1132,232,2025-01-13,2025-01
ORD00101,PROD008,CUST0172,2024-08-23,2,North,John Alvarez,53,Mozambique,2023-01-18,Webcam,Electronics,283,341,682,566,116,2024-08-23,2024-08
ORD00807,PROD008,CUST0102,2025-02-03,1,South,Melissa Wolfe,18,Burundi,2022-11-03,Webcam,Electronics,283,341,341,283,58,2025-02-03,2025-02
ORD00292,PROD008,CUST0101,2023-08-27,4,South,Richard Dixon,62,United Arab Emirates,2023-09-30,Webcam,Electronics,283,341,1364,1132,232,2023-08-27,2023-08
ORD00759,PROD008,CUST0189,2024-06-18,2,North,Alison Wright,28,China,2023-04-16,Webcam,Electronics,283,341,682,566,116,2024-06-18,2024-06
ORD00804,PROD008,CUST0008,2025-05-04,4,South,James Kim,56,Turkmenistan,2023-05-25,Webcam,Electronics,283,341,1364,1132,232,2025-05-04,2025-05
ORD00771,PROD008,CUST0198,2023-07-15,4,West,Mrs. Lisa Thomas,58,Gibraltar,2022-12-08,Webcam,Electronics,283,341,1364,1132,232,2023-07-15,2023-07
